Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[581]    0.0    0.00    0.00       1         std::vector<EdgeChange, std::allocator<EdgeChange> >::~vector() [581]
                0.00    0.00       1/31          std::_Vector_base<EdgeChange, std::allocator<EdgeChange> >::_M_get_Tp_allocator() [292]
                0.00    0.00       1/1           void std::_Destroy<EdgeChange*, EdgeChange>(EdgeChange*, EdgeChange*, std::allocator<EdgeChange>&) [622]
                0.00    0.00       1/1           std::_Vector_base<EdgeChange, std::allocator<EdgeChange> >::~_Vector_base() [538]
-----------------------------------------------
                0.00    0.00       1/1           Graph::Graph(int) [482]
[582]    0.0    0.00    0.00       1         std::vector<Edge, std::allocator<Edge> >::vector() [582]
                0.00    0.00       1/1           std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_base() [542]
-----------------------------------------------
                0.00    0.00       1/1           Graph::~Graph() [483]
[583]    0.0    0.00    0.00       1         std::vector<Edge, std::allocator<Edge> >::~vector() [583]
                0.00    0.00       1/41          std::_Vector_base<Edge, std::allocator<Edge> >::_M_get_Tp_allocator() [276]
                0.00    0.00       1/1           void std::_Destroy<Edge*, Edge>(Edge*, Edge*, std::allocator<Edge>&) [624]
                0.00    0.00       1/1           std::_Vector_base<Edge, std::allocator<Edge> >::~_Vector_base() [543]
-----------------------------------------------
                0.00    0.00       1/1           std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::priority_queue<std::vector<PQNode, std::allocator<PQNode> >, void>() [569]
[584]    0.0    0.00    0.00       1         std::vector<PQNode, std::allocator<PQNode> >::vector() [584]
                0.00    0.00       1/1           std::_Vector_base<PQNode, std::allocator<PQNode> >::_Vector_base() [547]
-----------------------------------------------
                0.00    0.00       1/1           std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::~priority_queue() [570]
[585]    0.0    0.00    0.00       1         std::vector<PQNode, std::allocator<PQNode> >::~vector() [585]
                0.00    0.00       1/35          std::_Vector_base<PQNode, std::allocator<PQNode> >::_M_get_Tp_allocator() [282]
                0.00    0.00       1/1           void std::_Destroy<PQNode*, PQNode>(PQNode*, PQNode*, std::allocator<PQNode>&) [626]
                0.00    0.00       1/1           std::_Vector_base<PQNode, std::allocator<PQNode> >::~_Vector_base() [548]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_M_default_append(unsigned long) [588]
[586]    0.0    0.00    0.00       1         std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_S_relocate(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&) [586]
                0.00    0.00       1/1           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_S_do_relocate(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&, std::integral_constant<bool, true>) [587]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_S_relocate(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&) [586]
[587]    0.0    0.00    0.00       1         std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_S_do_relocate(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&, std::integral_constant<bool, true>) [587]
                0.00    0.00       1/1           std::vector<Neighbor, std::allocator<Neighbor> >* std::__relocate_a<std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&) [609]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::resize(unsigned long) [589]
[588]    0.0    0.00    0.00       1         std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_M_default_append(unsigned long) [588]
                0.00    0.00       2/4           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::max_size() const [358]
                0.00    0.00       2/3           std::_Vector_base<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_M_get_Tp_allocator() [387]
                0.00    0.00       1/7           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::size() const [332]
                0.00    0.00       1/1           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_M_check_len(unsigned long, char const*) const [511]
                0.00    0.00       1/1           std::_Vector_base<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_M_allocate(unsigned long) [549]
                0.00    0.00       1/1           std::vector<Neighbor, std::allocator<Neighbor> >* std::__uninitialized_default_n_a<std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long, std::vector<Neighbor, std::allocator<Neighbor> > >(std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&) [618]
                0.00    0.00       1/1           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_S_relocate(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&) [586]
                0.00    0.00       1/2           std::_Vector_base<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_M_deallocate(std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long) [423]
-----------------------------------------------
                0.00    0.00       1/1           Graph::Graph(int) [482]
[589]    0.0    0.00    0.00       1         std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::resize(unsigned long) [589]
                0.00    0.00       2/7           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::size() const [332]
                0.00    0.00       1/1           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_M_default_append(unsigned long) [588]
-----------------------------------------------
                0.00    0.00       1/1           Graph::Graph(int) [482]
[590]    0.0    0.00    0.00       1         std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::vector() [590]
                0.00    0.00       1/1           std::_Vector_base<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_Vector_base() [553]
-----------------------------------------------
                0.00    0.00       1/1           Graph::~Graph() [483]
[591]    0.0    0.00    0.00       1         std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::~vector() [591]
                0.00    0.00       1/3           std::_Vector_base<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_M_get_Tp_allocator() [387]
                0.00    0.00       1/1           void std::_Destroy<std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> > >(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&) [628]
                0.00    0.00       1/1           std::_Vector_base<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::~_Vector_base() [554]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [594]
[592]    0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [592]
                0.00    0.00       1/3           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [388]
                0.00    0.00       1/6           std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [339]
                0.00    0.00       1/7           unsigned long* std::__addressof<unsigned long>(unsigned long&) [333]
                0.00    0.00       1/152828      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [165]
                0.00    0.00       1/152824      std::operator+(std::_Bit_iterator const&, long) [167]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [594]
[593]    0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [593]
                0.00    0.00       1/6           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [334]
-----------------------------------------------
                0.00    0.00       1/1           computeInitialSSSP(Graph const&, int) [27]
[594]    0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [594]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [568]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [592]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [593]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [598]
[595]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [595]
                0.00    0.00       4/5           std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [344]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [351]
                0.00    0.00       2/2           double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [466]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [512]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::begin() [597]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [506]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [555]
                0.00    0.00       1/1           double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [615]
                0.00    0.00       1/2           void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [475]
                0.00    0.00       1/2           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [424]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [598]
[596]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::end() [596]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [401]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [595]
[597]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::begin() [597]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [401]
-----------------------------------------------
                0.00    0.00       1/1           SSSPTree::SSSPTree(int, int) [88]
[598]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [598]
                0.00    0.00       2/6           std::vector<double, std::allocator<double> >::size() const [336]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::end() [596]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [595]
-----------------------------------------------
                0.00    0.00       1/1           SSSPTree::SSSPTree(int, int) [88]
[599]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::vector() [599]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_base() [559]
-----------------------------------------------
                0.00    0.00       1/1           SSSPTree::~SSSPTree() [484]
[600]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::~vector() [600]
                0.00    0.00       1/5           std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [344]
                0.00    0.00       1/2           void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [475]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [560]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [604]
[601]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [601]
                0.00    0.00       4/5           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [345]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [352]
                0.00    0.00       2/2           int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [467]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [513]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::begin() [603]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [507]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [561]
                0.00    0.00       1/1           int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [616]
                0.00    0.00       1/2           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [477]
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [425]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [604]
[602]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::end() [602]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [402]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [601]
[603]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::begin() [603]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [402]
-----------------------------------------------
                0.00    0.00       1/1           SSSPTree::SSSPTree(int, int) [88]
[604]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [604]
                0.00    0.00       2/6           std::vector<int, std::allocator<int> >::size() const [337]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::end() [602]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [601]
-----------------------------------------------
                0.00    0.00       1/1           SSSPTree::SSSPTree(int, int) [88]
[605]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::vector() [605]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_base() [565]
-----------------------------------------------
                0.00    0.00       1/1           SSSPTree::~SSSPTree() [484]
[606]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::~vector() [606]
                0.00    0.00       1/5           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [345]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [566]
                0.00    0.00       1/2           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [477]
-----------------------------------------------
                0.00    0.00       1/1           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [619]
[607]    0.0    0.00    0.00       1         double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [607]
                0.00    0.00       1/1           void std::__fill_a<double*, double>(double*, double*, double const&) [629]
-----------------------------------------------
                0.00    0.00       1/1           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [620]
[608]    0.0    0.00    0.00       1         int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [608]
                0.00    0.00       1/1           void std::__fill_a<int*, int>(int*, int*, int const&) [630]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_S_do_relocate(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&, std::integral_constant<bool, true>) [587]
[609]    0.0    0.00    0.00       1         std::vector<Neighbor, std::allocator<Neighbor> >* std::__relocate_a<std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&) [609]
                0.00    0.00       3/3           std::vector<Neighbor, std::allocator<Neighbor> >* std::__niter_base<std::vector<Neighbor, std::allocator<Neighbor> >*>(std::vector<Neighbor, std::allocator<Neighbor> >*) [398]
                0.00    0.00       1/1           std::vector<Neighbor, std::allocator<Neighbor> >* std::__relocate_a_1<std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&) [610]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Neighbor, std::allocator<Neighbor> >* std::__relocate_a<std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&) [609]
[610]    0.0    0.00    0.00       1         std::vector<Neighbor, std::allocator<Neighbor> >* std::__relocate_a_1<std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&) [610]
-----------------------------------------------
                0.00    0.00       1/1           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [619]
[611]    0.0    0.00    0.00       1         std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [611]
-----------------------------------------------
                0.00    0.00       1/1           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [620]
[612]    0.0    0.00    0.00       1         std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [612]
-----------------------------------------------
                0.00    0.00       1/1           double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [615]
[613]    0.0    0.00    0.00       1         double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [613]
                0.00    0.00       1/1           double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [577]
-----------------------------------------------
                0.00    0.00       1/1           int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [616]
[614]    0.0    0.00    0.00       1         int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [614]
                0.00    0.00       1/1           int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [578]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [595]
[615]    0.0    0.00    0.00       1         double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [615]
                0.00    0.00       1/1           double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [613]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [601]
[616]    0.0    0.00    0.00       1         int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [616]
                0.00    0.00       1/1           int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [614]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Neighbor, std::allocator<Neighbor> >* std::__uninitialized_default_n_a<std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long, std::vector<Neighbor, std::allocator<Neighbor> > >(std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&) [618]
[617]    0.0    0.00    0.00       1         std::vector<Neighbor, std::allocator<Neighbor> >* std::__uninitialized_default_n<std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long>(std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long) [617]
                0.00    0.00       1/1           std::vector<Neighbor, std::allocator<Neighbor> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long>(std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long) [579]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_M_default_append(unsigned long) [588]
[618]    0.0    0.00    0.00       1         std::vector<Neighbor, std::allocator<Neighbor> >* std::__uninitialized_default_n_a<std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long, std::vector<Neighbor, std::allocator<Neighbor> > >(std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&) [618]
                0.00    0.00       1/1           std::vector<Neighbor, std::allocator<Neighbor> >* std::__uninitialized_default_n<std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long>(std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long) [617]
-----------------------------------------------
                0.00    0.00       1/1           double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [577]
[619]    0.0    0.00    0.00       1         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [619]
                0.00    0.00       1/2           std::__size_to_integer(unsigned long) [461]
                0.00    0.00       1/1           std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [611]
                0.00    0.00       1/1           double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [607]
-----------------------------------------------
                0.00    0.00       1/1           int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [578]
[620]    0.0    0.00    0.00       1         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [620]
                0.00    0.00       1/2           std::__size_to_integer(unsigned long) [461]
                0.00    0.00       1/1           std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [612]
                0.00    0.00       1/1           int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [608]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<EdgeChange*, EdgeChange>(EdgeChange*, EdgeChange*, std::allocator<EdgeChange>&) [622]
[621]    0.0    0.00    0.00       1         void std::_Destroy<EdgeChange*>(EdgeChange*, EdgeChange*) [621]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<EdgeChange*>(EdgeChange*, EdgeChange*) [531]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<EdgeChange, std::allocator<EdgeChange> >::~vector() [581]
[622]    0.0    0.00    0.00       1         void std::_Destroy<EdgeChange*, EdgeChange>(EdgeChange*, EdgeChange*, std::allocator<EdgeChange>&) [622]
                0.00    0.00       1/1           void std::_Destroy<EdgeChange*>(EdgeChange*, EdgeChange*) [621]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<Edge*, Edge>(Edge*, Edge*, std::allocator<Edge>&) [624]
[623]    0.0    0.00    0.00       1         void std::_Destroy<Edge*>(Edge*, Edge*) [623]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<Edge*>(Edge*, Edge*) [532]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Edge, std::allocator<Edge> >::~vector() [583]
[624]    0.0    0.00    0.00       1         void std::_Destroy<Edge*, Edge>(Edge*, Edge*, std::allocator<Edge>&) [624]
                0.00    0.00       1/1           void std::_Destroy<Edge*>(Edge*, Edge*) [623]
-----------------------------------------------
